id,source_id,source_name,title,content,published_at
544,the-irish-times,The Irish Times,Thank You Come Again: Yes  that really is the title of this Irish sex comedy,The release of this no-budget Irish comedy is coloured by the sad death of Steve Harris  a key cast member  in an accident four years ago. The impressively stubborn production team stuck to their task and present Thank You Come Again as a tribute to their lat… [+2004 chars],2019-09-03T09:00:00Z
548,abc-news,ABC News,Walmart to limit sales of guns  ammunition in wake of 'horrific' shootings,Walmart will limit the sales of guns and ammunition following two deadly shootings that occurred at its stores within a week of each other.  Interested in Walmart?  Add Walmart as an interest to stay up to date on the latest Walmart news  video  and analysis … [+430 chars],2019-09-03T17:19:19Z
552,al-jazeera-english,Al Jazeera English,Several children killed in attack on primary school in China,At least eight children have been reportedly stabbed to death in a knife attack during the opening of classes at a primary school in China's central province of Hubei.  The South China Morning Post quoted local authorities on Tuesday as saying that a 40-year-… [+920 chars],2019-09-03T05:13:11Z
556,the-new-york-times,The New York Times,Palestinian Harvard Student Blocked From Coming to U.S. Is Allowed to Enter,In addition  we express our gratitude to the many voices in the media and the public at large  both in the United States and abroad  who recognized the injustice of what happened to Ismail and voiced their concerns in traditional media and on social media  th… [+1015 chars],2019-09-03T12:54:35Z
560,newsweek,Newsweek,Vegan Takes Neighbors to Supreme Court For Cooking Meat and Fish In Their Backyard: 'I Can't go Out There',An unusual neighborhood dispute between a vegan and meat-eaters ended up in the Supreme Court of an Australian state  according to reports.  Cilla Carden  a vegan massage therapist from Girrawheena suburb of the city of Perthwas angry with the fish and meat s… [+2825 chars],2019-09-03T12:05:59Z
564,cnn,CNN,Detroit Tigers prospect dies after electric skateboard accident,(CNN)The minor league baseball community is mourning the loss of Detroit Tigers prospect Chace Numata  who died Monday after falling from an electric skateboard last Friday.   Numata  27  was a catcher for the Erie Seawolves  the Double A affiliate of the Tig… [+938 chars],2019-09-03T17:47:58Z
568,reuters,Reuters,Ethiopian opposition parties threaten election boycott,ADDIS ABABA (Reuters) - A coalition of Ethiopian opposition parties on Tuesday threatened to boycott a national vote next year without changes to an electoral law they view as biased towards the ruling party.   There have been regular parliamentary elections … [+2047 chars],2019-09-03T15:56:17Z
572,the-new-york-times,The New York Times,Fall’s Beer Bars and Breweries Go Big,Collective Arts Brewing  based near Toronto  is building a two-story brewery in Gowanus  Brooklyn  to produce eclectic sour ales  double I.P.A.s and more. The 16 000-square-foot complex  Collective Arts first location in United States  will serve elevated str… [+1616 chars],2019-09-03T17:44:06Z
576,newsweek,Newsweek,U.S. Open: Where to Watch Serena Williams  Roger Federer Quarterfinal Matches  Start times  Live Stream,Roger Federer and Serena Williams are both in action on Tuesday as the U.S. Open moves into the quarterfinals stage.  The Swiss  a five-time winner at Flushing Meadows  takes on Bulgaria's Gregor Dimitrov  who has reached the quarterfinals in New York for the… [+4036 chars],2019-09-03T07:26:04Z
580,business-insider,Business Insider,Google's next major Android update is launching Tuesday — here's how to get it (GOOG  GOOGL),Google's next major update to Android has officially launched.    The company made the announcement on Tuesday  saying that Android 10 will hit Google's Pixel devices first before rolling out to other Android phones.    If you own a Pixel smartphone  you can … [+1422 chars],2019-09-03T17:20:43Z
584,bbc-news,BBC News,France announces anti-femicide measures as 100th killing recorded,Image copyrightAFP  The disfigured body of the young woman was found on Saturday  hidden under rubbish  branches and an old quilt.  A local resident passing near the train station of Cagnes-sur-Mer  southern France  thought he had seen a foot and raised the a… [+3005 chars],2019-09-03T18:18:22Z
588,reuters,Reuters,Sisyphus on the beach: Dorian underlines coastal cities' endless rebuilding task,JACKSONVILLE BEACH  Fla. (Reuters) - Just months after the U.S. Army Corps of Engineers completed a $16 million project to restore sandy beaches in Jacksonville  Florida  Hurricane Dorian is about to pound them again  illustrating the uphill battle that Ameri… [+3384 chars],2019-09-03T17:55:32Z
592,the-irish-times,The Irish Times,Cavan hospital nurses dispute patient’s evidence at Medical Council hearing,Two midwives with Cavan General Hospital have told a Medical Council fitness to practice inquiry they would stop a doctor conducting a procedure on a patient if they felt the woman had not given her consent.  Midwives Ann Arnott and Olive McKeague were giving… [+2920 chars],2019-09-03T17:33:16Z
596,bbc-news,BBC News,Scotland v Russia: Pick your team for the Euro 2020 qualifier at Hampden,<table><tr><th>Euro 2020 qualifying: Scotland v Russia</th></tr>  <tr><td>Venue: Hampden Park  Glasgow Date: Friday  6 September Time: 19:45 BST</td></tr><tr><td>Coverage: Listen on BBC Radio Scotland and follow live text commentary on the BBC Sport Scotland … [+208 chars],2019-09-03T13:46:33Z
600,abc-news,ABC News,7th West Texas death identified; 'truck driver in heaven',Relatives say a 35-year-old trucker who was among the seven people killed by a gunman in West Texas was returning home to his family when he was shot.  Raul Garcia of El Paso  Texas  was identified by authorities in Odessa  Texas.  His wife  Perla Garcia  say… [+473 chars],2019-09-03T15:28:11Z
604,cnn,CNN,Millions in the US are under hurricane and storm alerts as Dorian's outer bands reach parts of Florida,,2019-09-03T07:13:36Z
608,the-wall-street-journal,The Wall Street Journal,Beijing Asserts Power to Declare Emergency to Quell Hong Kong Unrest - The Wall Street Journal,Chinas top office for Hong Kong affairs said it had legal power to unilaterally declare a state of emergency in the city if unrest continues unabated  while laying out specific measures for the citys leader to address protests.The comments came amid hints of … [+3151 chars],2019-09-03T11:43:00Z
612,business-insider,Business Insider,Google’s new Android update is a sign that its wildly popular smartphone software is 'growing up ' says a company executive who’s been there since the beginning (GOOG  GOOGLE),As Google typically does every year around late summer or early fall  the search giant is releasing its next major update to its Android operating system: the software that powers more than 86% of smartphones around the world.    But there are a few character… [+5896 chars],2019-09-03T17:00:00Z
616,cbs-news,CBS News,62 000 people in the Bahamas don't have access to fresh water after Dorian,,2019-09-03T12:23:32Z
620,the-new-york-times,The New York Times,Unpacking Berlin’s Mysterious  Ubiquitous Tote Bag,Its a sentence in an old  I think  Greek writing  Ms. Orlandi said. But no one knows what it is because they cut the sentence in the middle and then they put it together  but not cleanly. The word she uses is verwächst: two things that have grown together and… [+2093 chars],2019-09-03T16:56:05Z
624,the-wall-street-journal,The Wall Street Journal,Dozens Dead in California Boat Fire,,2019-09-03T08:53:40Z
628,bbc-news,BBC News,Brexit: No-deal opponents argue for Commons control,Image copyrightUK Parliament  Tory rebels and opposition MPs have cleared the first hurdle in their attempt to pass a law designed to prevent a no-deal Brexit.   Commons Speaker John Bercow granted them a debate and a vote on taking control of the Commons age… [+383 chars],2019-09-03T17:59:57Z
632,the-irish-times,The Irish Times,Farmers group warns of potential beef shortages,There will be shortages of beef on supermarket shelves in the coming days if a major dispute with farmers is not resolved  the Irish Cattle and Sheep Farmers Association (ICSA) has claimed.   Edmond Phelan  president of the farmers group said the big supermar… [+3284 chars],2019-09-03T17:28:04Z
636,bbc-news,BBC News,I don't mind where I play - Dallas,Leeds winger Dallas has played at full-back for Northern Ireland  How to follow:  Listen on BBC Radio Ulster; text commentary on the BBC Sport website  Stuart Dallas has said he is happy to play in any position for Northern Ireland.   The Leeds United winger … [+1728 chars],2019-09-03T16:36:27Z
640,the-irish-times,The Irish Times,Tories lose working majority ahead of crunch Brexit vote,Former Conservative MP Philip Lee has quit the party to join the Liberal Democrats.  In a moment of high-drama in the Commons  Dr Lee crossed the floor while British prime minister Boris Johnson was delivering a statement on the recent G7 summit.  It means th… [+6772 chars],2019-09-03T08:12:37Z
644,cbs-news,CBS News,“There are real privacy concerns” with China’s newest deepfake app  expert says,,2019-09-03T12:45:27Z
648,cbs-news,CBS News,Couple on rescuing CA boat fire survivors: “It’s just one of those things you can’t unsee”,,2019-09-03T12:53:23Z
652,abc-news,ABC News,Review: Woman tackles a mountain in the moving film 'Edie',In the northwest of Scotland  there stands a glacier-carved mountain called Suilven. Climbing it is not for the timid. But that's not a word that describes the unusual heroine determined to conquer Suilven in the film   Edie .   Edith Moore everyone calls her… [+2633 chars],2019-09-03T16:28:37Z
656,the-wall-street-journal,The Wall Street Journal,U.S. Stocks Slip Amid Trade Tensions  Weak Data,U.S. stocks and government bond yields slumped as fresh data showed that the manufacturing sector contracted in August  adding to worries about the global economy and impact of trade tensions between the U.S. and China.   The Dow Jones Industrial Average lost… [+111 chars],2019-09-03T08:16:00Z
660,cnn,CNN,Emma Thompson: Everything depends on what we do now,Emma Thompson is a writer and actor from the UK. The views expressed in this commentary are her own. View more opinion at CNN. Tune in for the CNN Democratic Presidential Candidate Town Hall: Climate Crisis  Wednesday  5 PM to midnight.    (CNN)We have weapon… [+2756 chars],2019-09-03T14:16:45Z
664,reuters,Reuters,Air Canada files challenge over Onex's C$3.5 bln buyout of rival WestJet,MONTREAL (Reuters) - Air Canada (AC.TO) has challenged Onex Corp’s (ONEX.TO) proposed acquisition of WestJet Airlines (WJA.TO)  on grounds that the deal may not meet the country’s ownership rules  according to a letter sent by the carrier to the Canadian Tran… [+1791 chars],2019-09-03T16:49:46Z
668,reuters,Reuters,Williams PA-NY Constitution natgas pipe could enter service in 2021,(Reuters) - Williams Cos Inc’s long-delayed Constitution natural gas pipeline from Pennsylvania to New York could enter service in a couple years after federal regulators found New York took too long to deny a needed water permit  analysts said on Tuesday.   … [+1596 chars],2019-09-03T17:28:25Z
672,cnn,CNN,3 people hurt in shootings  1 injured in crash at Minnesota State Fair,,2019-09-03T12:35:05Z
676,reuters,Reuters,Liberal presidential hopefuls Sanders  Warren face 2020 showdown in New Hampshire,HAMPTON FALLS  N.H. (Reuters) - The simmering rivalry between progressives Bernie Sanders and Elizabeth Warren  presidential contenders with similar policies but sharply different styles  is headed for a showdown in New Hampshire.   The state’s Feb. 11 Democr… [+6032 chars],2019-09-03T16:06:38Z
680,the-wall-street-journal,The Wall Street Journal,A High-Tech Sports Bar on Wheels for Justin Moore - The Wall Street Journal,Justin Moore  35  a country music singer and songwriter from Poyen  Ark.  on his Razorback tour bus  as told to A.J. Baime.   When you start out in this business and you get the opportunity to travel by tour bus  you are at the mercy of whatever you can affor… [+223 chars],2019-09-03T13:32:00Z
684,the-wall-street-journal,The Wall Street Journal,Newsletter: How the U.S.-China Trade War is Rippling Through the Global Economy,Sep 3  2019 6:59 am ET   This is the web version of the WSJs newsletter on the economy. You can sign up for daily delivery here. The U.S.-China trade fight is affecting more and more of the world economy  the yuan and the pound hit fresh lows  and U.S. compan… [+76 chars],2019-09-03T10:59:39Z
688,bbc-news,BBC News,Michelle Bachelet: Chile's first female president,Michelle Bachelet's father died after being detained and tortured during the first year of General Pinochet's dictatorial rule in Chile. More than 40 years later  Michelle became Chile's first female president. Lyse Doucet hears the story of her remarkable li… [+2 chars],2019-09-03T13:12:00Z
692,al-jazeera-english,Al Jazeera English,US  France  Britain may be complicit in Yemen war crimes: UN,The United States  United Kingdom and France may be complicit in war crimes in Yemen by arming and providing intelligence and logistics support to a Saudi-led coalition that starves civilians as a war tactic  the United Nations has said.  A UN panel announced… [+3872 chars],2019-09-03T11:36:00Z
696,business-insider,Business Insider,Lamborghini just announced its most powerful car ever  the hybrid electric Sián,Lamborghini has announced the Sián  newly crowned the most powerful car it has ever produced. It also doubles as its first hybrid.    The Sián has a combined horsepower rating of 819  34 of which comes from its 48-volt electric motor. That beats the Lamborghi… [+1684 chars],2019-09-03T17:10:56Z
700,newsweek,Newsweek,White Supremacist Who Celebrated Dylann Roof Jailed After Sending Fake Anthrax to Queen Elizabeth II,A white supremacist who triggered a full scale security alert after sending fake anthrax to Queen Elizabeth II  as well as orchestrating a campaign of hate against Muslims  has been jailed for more than 12 years.  David Parnham  36  from Lincoln  England  ple… [+2856 chars],2019-09-03T15:27:00Z
704,bbc-news,BBC News,Birmingham New Street: Young pianist's playing goes viral,,2019-09-03T13:16:34Z
708,cnn,CNN,What Dorian is expected to do as it crawls toward the US,,2019-09-03T12:00:49Z
712,the-irish-times,The Irish Times,Government needs to come clean on likely no-deal Brexit  says Micheál Martin,Fianna Fáil leader Micheál Martin wants the Government to admit that a no-deal Brexit is now the expected outcome rather than a fear and also need to be transparent with the public about their plans.  The issue is too important to be left until October 31st  … [+2430 chars],2019-09-03T10:56:31Z
716,the-new-york-times,The New York Times,Hong Kong Was Once Passionate About China. Now  It’s Indifferent or Contemptuous.,Even Communist Party-controlled newspapers in the city that were run largely by Hong Kongers during British rule are now staffed at their senior levels by mainlanders who view Hong Kong through a prism fixed decades ago by Chinas late paramount leader  Deng X… [+1718 chars],2019-09-03T06:59:04Z
720,the-irish-times,The Irish Times,Get smart: How to limit your child’s screentime,How much time do you spend on your smartphone? How about your child? If you dont know the answer to either of those questions  perhaps you should.  While there are benefits of owning a smartphone  the pitfalls have also been documented. A study by the Economi… [+5146 chars],2019-09-03T16:01:00Z
724,newsweek,Newsweek,Mike Pence Is Staying at Trump's Doonbeg Resort During His Ireland Visit  and Will Fly to His Meetings in Dublin 140 Miles Away,Vice President Mike Pence is staying at President Donald Trump's golf resort in Doonbeg during his visit to Ireland  even though it means flying 140 miles to Dublin for his meetings.  According to the Irish network RTE  Pence has ancestral links to Doonbeg th… [+2408 chars],2019-09-03T09:26:17Z
728,cnn,CNN,Booker unveils $3 trillion climate crisis plan,Washington (CNN)Sen. Cory Booker on Tuesday unveiled a $3 trillion plan for how he plans to combat the climate crisis if elected president  promising to spend on clean energy  phase out the use of fossil fuels and create a 100% carbon neutral economy in the U… [+2613 chars],2019-09-03T13:24:28Z
732,the-new-york-times,The New York Times,How Fast Fashion Is Destroying the Planet,Among the books delights are Thomass sketches of her individual subjects. I cant get her description of a woman as peaches-and-cream pretty out of my head; I know exactly what she looks like. The author also has a gift for bringing luxury to life: She conjure… [+3349 chars],2019-09-03T09:00:09Z
736,abc-news,ABC News,Survey: US manufacturing activity contracted in August,U.S. factory activity shrank in August for the first time since August 2016  a sign that the trade war with China is weighing down a crucial sector of the economy.  The Institute for Supply Management  an association of purchasing managers  said Tuesday that … [+1530 chars],2019-09-03T14:19:21Z
740,the-irish-times,The Irish Times,Bank of Ireland stalls sale of €300m in junior bonds sale,Bank of Ireland moved on Tuesday afternoon to stall the sale of 300 million of subordinated bonds  even though bankers behind the deal had secured enough orders to more than cover the amout of debt on offer.   The bonds  which are due to mature in ten years t… [+1668 chars],2019-09-03T12:23:57Z
744,business-insider,Business Insider,NYC luxury real estate just had its slowest month in 6 years. Some developers are chopping up multimillion dollar penthouses into multiple smaller apartments to get them off the market.,The prospect of a July 1 tax hike prompted a boom in luxury condo sales in New York City in June 2019  The Wall Street Journal reported.    But the surge of high-end sales didn't last. In July  sales of Manhattan homes priced at $2 million or above dropped to… [+3485 chars],2019-09-03T00:00:00Z
748,newsweek,Newsweek,Suspected Serial Rapist Arrested After Working at Police Department,Police investigating a series of rapes found evidence that they claim ties the crimes to Kenneth Bowen III  who worked for the Clayton County Police Department for three months in 2018.  The Atlanta Journal-Constitutionreported that Bowen was taken into custo… [+3051 chars],2019-09-03T16:58:06Z
752,the-irish-times,The Irish Times,Kevin McStay: Gaelic football followers need to learn rules of the game,On the first of May  Kerry were 9/2 to win the All-Ireland. On September 1st  they were 5/1. The sheer mathematics of that astounded me on Saturday  when the game was on my mind. In fact  it seemed to be the only topic of conversation in the city over what wa… [+11963 chars],2019-09-03T05:00:00Z
756,reuters,Reuters,U.S. Chamber CEO sees enough votes for Congress to pass USMCA: CNBC,WASHINGTON (Reuters) - The U.S. Congress has enough votes to pass a new trade agreement signed by the United States  Mexico and Canada  and doing so would send a positive signal for stalled U.S.-China trade talks  the chief executive of the U.S. Chamber of Co… [+528 chars],2019-09-03T16:23:23Z
760,newsweek,Newsweek,Russia Offers Support to Iraq  Syria and Lebanon Amid Iran-Israel Tensions,Russia has offered its support to Iraq  Syria and Lebanonthree countries reportedly attacked by Israel as part of a cross-borders campaign against Iran and its regional allies.  Deputy Foreign Minister Mikhail Bogdanov  Russia's special presidential envoy for… [+6397 chars],2019-09-03T17:13:52Z
764,the-irish-times,The Irish Times,Bank of Ireland sells €300m of junior bonds,Bank of Ireland sold 300 million of subordinated bonds on Tuesday  taking advantage of ultra-low rates across Europe debt markets.  The bonds  which are due to mature in ten years time  were priced to carry a coupon  or interest rate  of about 2.2 per cent  a… [+1180 chars],2019-09-03T12:23:57Z
768,bbc-news,BBC News,2019/09/03 16:00 GMT,The latest five minute news bulletin from BBC World Service.,2019-09-03T16:06:00Z
772,business-insider,Business Insider,Uber's ousted founder Travis Kalanick would like you to call him 'T-bone' (UBER),In the days before Uber  Travis Kalanick wasn't much different than other San Francisco Bay Area entrepreneurs  except that he was fresh off a $20 million exit and had a penchant for Pulp Fiction.    In a sparsely furnished apartment in the city's Castro dist… [+1706 chars],2019-09-03T14:34:29Z
776,business-insider,Business Insider,9 superyacht crew members share what it's really like working for a billionaire on board,Guests and owners can be messy and dirty — and it's up to the crew to make sure it doesn't look that way. A mate on a 92-foot yacht said he has to wake up before guests or other crew to get the yacht's exterior ready for the day.     They expect it to look li… [+689 chars],2019-09-03T13:02:00Z
780,reuters,Reuters,Wall Street traders pump up Argentine peso as currency controls bite,(Reuters) - U.S. stocks fell on Tuesday as data showed factory activity contracted for the first time since 2016 in August  renewing fears that a drawn-out trade war between the United States and China could tip the world’s largest economy into recession.   T… [+3154 chars],2019-09-03T15:25:57Z
784,the-new-york-times,The New York Times,Hurricanes Are Getting Worse,This article is part of David Leonhardts newsletter. You can sign up here to receive it each weekday.  The frequency of severe hurricanes in the Atlantic Ocean has roughly doubled over the last two decades  and climate change appears to be the reason. Yet muc… [+686 chars],2019-09-03T12:39:53Z
788,reuters,Reuters,UPDATE 4-Wall Street traders pump up Argentine peso as currency controls kick in,BUENOS AIRES (Reuters) - Argentina’s peso surged on Tuesday  pumped up by Wall Street traders  back after a long holiday weekend  cheering President Mauricio Macri’s capital controls that are aimed at protecting the beleaguered currency.   The peso was 5.36% … [+3585 chars],2019-09-03T16:55:50Z
792,cnn,CNN,Loud 'boom' reported across Central New York was probably a fireball entering Earth's atmosphere,(CNN)People living in Central New York who reported hearing a loud  fearful boom on Monday night can rest relatively easily -- it was likely just a fiery rock from the far flung reaches of outer space.  The American Meteor Society said on Tuesday that witness… [+2359 chars],2019-09-03T18:13:42Z
796,the-new-york-times,The New York Times,Riots in Johannesburg Target African Immigrants  Officials Say,Standing in front of charred rubble  Lerato Peete  a South African woman  told the Times  a local newspaper  that she was angry at her fellow citizens for attacking their African brothers and sisters.  I am so ashamed to be South African on this day  she said… [+742 chars],2019-09-03T12:28:31Z
800,cbs-news,CBS News,What homeowners should know about hurricane damage,With the National Hurricane Center warning that Dorian could inflict destructive storm surges and dangerous winds along the coasts of Florida  Georgia and the Carolinas  billions of dollars in damage could be caused to homes and other property in its path.  I… [+4411 chars],2019-09-03T12:53:24Z
804,cbs-news,CBS News,Florida coast braces for Hurricane Dorian,,2019-09-03T11:23:34Z
808,abc-news,ABC News,Dad dies before trial on death of baby found in freezer,Authorities in Alabama say a man awaiting trial for the death of his 6-month-old son has been found dead in his jail cell.  Houston County Sheriff Donald Valenza tells reporters that Carlton James Mathis was found dead Friday. He says the state law enforcemen… [+531 chars],2019-09-03T08:35:15Z
812,al-jazeera-english,Al Jazeera English,South Africa: Scores held after looting  anti-foreigner protests,Police have arrested scores of people in South Africa's commercial capital  Johannesburg  after protesters looted what appeared to be foreign-owned shops and set fire to cars and buildings.  At least 70 people were arrested  the police said in a statement on … [+5601 chars],2019-09-03T08:09:00Z
816,cbs-news,CBS News,Diving community reacts to deadly California boat fire,,2019-09-05T00:29:16Z
820,abc-news,ABC News,Confrontation between ICE and suspect leads to shots fired,Authorities say an Immigration and Customs Enforcement agent opened fire in a grocery store parking lot in Tennessee early Thursday during an attempted apprehension.  ICE spokesman Bryan Cox says a target who had been under surveillance was pulled over by age… [+501 chars],2019-09-05T16:59:24Z
824,cnn,CNN,Stocks are headed for another day of gains. Why? US and China say they'll resume trade talks,,2019-09-05T12:28:18Z
828,the-new-york-times,The New York Times,How Susan Sontag Influenced Patti Smith’s Reading Life,What moves you most in a work of literature?  To be taken to an abstract somewhere I had not yet imagined. To be told a story with unrelenting energy like Wuthering Heights  where one can feel the writers breath. To feel an unexpected kinship with the author … [+3621 chars],2019-09-05T09:00:00Z
832,cnn,CNN,A fire scorched the equivalent of 753 football fields within five hours in Southern California,(CNN)A fast-moving fire erupted in Southern California on Wednesday  exploding from 25 acres to nearly 1 000 acres within five hours.  Mandatory evacuations have been issued for parts of Murrieta as the raging blaze creeps closer to residential areas  shootin… [+657 chars],2019-09-05T09:29:07Z
836,the-wall-street-journal,The Wall Street Journal,China Has a Soft-Power Problem,Ten years ago  I joined a U.S. trade delegation for the chance to visit  as a journalist  a remote part of China that borders both North Korea and Russia. As we traveled around  local Chinese greeters proudly pointed out the contrasting vistas: rugged empty h… [+276 chars],2019-09-05T15:10:00Z
840,bbc-news,BBC News,'Key witness' to downing of Flight MH17 released,Image copyrightAFPImage caption   Volodymyr Tsemakh was seized from a separatist-held part of Ukraine earlier this year  A Ukrainian court has released from custody a potentially key witness to the downing of Malaysian Airlines Flight MH17 five years ago.  Vo… [+800 chars],2019-09-05T10:34:04Z
844,the-irish-times,The Irish Times,Temple Bar pub group posts operating profits of €5.6m,The group behind Dublins Temple Bar pub last year recorded operating profits of 5.62 million.  The firm recorded the profit after taking into account interest charges of 683 954 and a non-cash gain of 695 850 on the revaluation of an investment property.   Th… [+951 chars],2019-09-05T16:28:51Z
848,cbs-news,CBS News,WORLD NEWS ROUNDUP: 09/05,,2019-09-05T12:00:00Z
852,business-insider,Business Insider,Dana White banned BJ Penn from fighting in the UFC after recent footage showed him getting in a street fight,Dana White has banned BJ Penn from the UFC after footage emerged of him in a street fight in Hawai'i.    TMZ released two videos last week of the 40-year-old fighting outside a bar in Pahoa  one of which he can be seen punching a man in the head several times… [+2210 chars],2019-09-05T16:25:39Z
856,the-new-york-times,The New York Times,A Million Refugees May Soon Lose Their Line to the Outside World,As in any community of this size  occasional violence has stalked the camps  including a series of murders and other violence attributed to the illegal drug trade. The criminal activity was one reason Bangladeshi officials gave in justifying the mobile phone … [+1295 chars],2019-09-05T10:43:18Z
860,newsweek,Newsweek,Italian Soccer Fans Deny Monkey Chants at Romelu Lukaku Are Racist  Insist They're a Form of 'Respect',A group of Italian soccer fans are defending monkey chants aimed at Belgian player Romelu Lukaku  insisting the cheers are a form of  respect.   In a matchup between Internazionale Milano and Cagliari Calcio on Sunday  Lukaku  who was born in Antwerp to Congo… [+3036 chars],2019-09-05T16:43:17Z
864,newsweek,Newsweek,Mia Farrow  Meghan Markle Fans  Slam '60 Minutes' Segment Calling It 'Bullying ' and 'Racist',60 Minutes Australia has been garnered immediate international criticism across social media for interviewing far-right British commentator Katie Hopkins on their upcoming  character assassination  piece on Meghan Markle.  The segmentwhich hasn't even aired y… [+4172 chars],2019-09-05T15:39:43Z
868,abc-news,ABC News,South Africa shuts embassies in Nigeria amid violence,South Africa's Department of International Relations and Cooperation says the South African mission in Lagos  Nigeria is temporarily closed after coming under attack by Nigerians angry about xenophobic violence in the southern African nation.  DIRCO spokesman… [+615 chars],2019-09-05T13:27:11Z
872,reuters,Reuters,Facebook launches dating service in U.S,(Reuters) - Facebook Inc (FB.O) is launching dating services in the United States  the social network said on Thursday.   Users will also be able to integrate their Instagram posts into their Facebook Dating profile and add Instagram followers to their Secret… [+95 chars],2019-09-05T14:03:45Z
876,al-jazeera-english,Al Jazeera English,'Key suspect' in MH17 downing released from jail in Ukraine,A court in Ukraine released on bail from pre-trial detention a man suspected of involvement in the downing of Malaysia Airlines Flight 17 over eastern Ukraine in 2014 that killed 298 people  most of them Dutch citizens.  The appeals court in the capital  Kiev… [+2960 chars],2019-09-05T16:41:53Z
880,al-jazeera-english,Al Jazeera English,Anger and defiance mark one month of Kashmir siege,Srinagar  Indian-administered Kashmir - Haleema had to begin her journey at dawn  travelling through deserted roads from her home in southern Kashmir's Shopian district and waited at a park outside the central jail in Srinagar  the main city in the Muslim-maj… [+7794 chars],2019-09-05T12:21:04Z
884,cbs-news,CBS News,Pope Francis urges peace and reconciliation in Mozambique,,2019-09-05T15:36:02Z
888,bbc-news,BBC News,Jo Johnson: 'It's time to move on',,2019-09-05T13:27:03Z
892,abc-news,ABC News,US productivity climbs 2.3% in second quarter,U.S. productivity rose at a healthy pace in the second quarter but dropped at American factories  another sign of trouble for manufacturers.  The Labor Department said Thursday that overall productivity output per hour worked rose at a seasonally adjusted ann… [+1400 chars],2019-09-05T12:53:40Z
896,business-insider,Business Insider,The president of $20 billion Stripe explains the three-pronged master plan as it opens a new service for small business loans,Stripe is getting into the moneylending business.    Best known for providing credit-card processing services to customers like Warby Parker and Lyft  $20 billion San Francisco startup Stripe has taken another aggressive step into a new market as it chases it… [+3538 chars],2019-09-05T17:00:00Z
900,the-new-york-times,The New York Times,36 Hours in Syracuse  Sicily,The number of Madonnas per square yard in the Galleria Regionale di Palazzo Bellomo dedicated mostly to medieval  Renaissance and Baroque art must surely approach record status. There she is  alongside her child  towering over a church carried by angels  in a… [+1180 chars],2019-09-05T09:00:22Z
904,cbs-news,CBS News,9/4/19: CBSN Evening News,,2019-09-05T03:22:31Z
908,cbs-news,CBS News, Don't Scream ,,2019-09-05T00:21:00Z
912,the-wall-street-journal,The Wall Street Journal,WeWork Weighs Slashing Valuation by More Than Half Amid IPO Skepticism,WeWorks parent company is weighing a dramatic reduction in its valuation as it aims to go public while facing widespread skepticism over its business model and corporate governance  according to people familiar with the matter.   We Co. is considering putting… [+208 chars],2019-09-05T13:12:00Z
916,abc-news,ABC News,High school sophomore dies after football practice,A high school football player has collapsed and died after practice in southwest Missouri.  The Joplin school district said in a statement that emergency personnel responded around 5:30 p.m. Wednesday to the Joplin High School gymnasium after sophomore Kadin … [+498 chars],2019-09-05T15:34:48Z
920,bbc-news,BBC News,'I am a golfer!' - Gareth Bale is happy with his nickname,Wales captain Gareth Bale is  very happy  to be known by his Real Madrid team-mates as  the golfer .  The winger was give the nickname by Real Madrid colleague Thibaut Courtois.   Bale says he is feeling fit and is raring to go for Friday's European Champions… [+40 chars],2019-09-05T12:58:35Z
924,bbc-news,BBC News,Luciana Berger: Lib Dems 'unequivocal' on Brexit,,2019-09-05T13:49:24Z
928,newsweek,Newsweek,Hilton Head  Palmetto Dunes  College of Charleston Webcam: Watch Live as Hurricane Dorian Passes South Carolina,For those who evacuated out of harm's way as Hurricane Dorian approached the coast of South Carolina  there were a number of webcams set up for residents to observe from afar.  Venturing up the East Coast  Hurricane Dorian brought heavy winds  rain and floodi… [+2546 chars],2019-09-05T13:20:33Z
932,cbs-news,CBS News,Texas man gives 4 minute statement before execution,This undated photo provided by the Texas Department of Criminal Justice shows Billy Jack Crutsinger.  Texas Dept. of Criminal Justice  A Texas death row inmate was executed Wednesday for fatally stabbing an 89-year-old woman and her daughter more than 16 year… [+5130 chars],2019-09-05T02:26:44Z
936,newsweek,Newsweek,'Fortnite' Dance Behind DJ Booth At Dance Club With YOND3R Outfit Location,Fortnite Season 10 Boogie Down Challenges ask players to dance behind the DJ Booth at a Dance Club with the YOND3R Outfit. In this guide  we'll tell you where the Dance Club is located.  Note that in order to complete this Prestige challenge you must have the… [+624 chars],2019-09-05T14:27:32Z
940,the-irish-times,The Irish Times,Irish teacher in Geneva: 'At times Switzerland reminds me of Ireland a lot',Working Abroad Q&amp;A: This week Michael Doyle  who is originally from St Mullins  Co Carlow  and now lives in Geneva  on working as a maths teacher in an international school in the Swiss capital. He teaches 11 to 18 year olds  many of whose parents work fo… [+5930 chars],2019-09-05T09:00:00Z
944,newsweek,Newsweek,Turkey's Erdogan Plans to Pit the U.S. Against Russia Over Anti-Aircraft Missiles: 'I Told Trump That They Should Sell Patriots to Us',Turkish President Recep Tayyip Erdogan has suggested that the U.S.-Russian contest over the country's anti-air defense network is not over  as he prepares to head to the United Nations General Assembly at the end of this month.  Relations between NATO allies … [+2579 chars],2019-09-05T11:32:58Z
