id,source_id,source_name,title,content,published_at
1829,the-irish-times,The Irish Times,Spirit level: Teeling Whiskey aims for the 1 million mark,Teeling Whiskey increased its pre-tax profit last year by 56 per cent  a period when the seven-year Dublin-based company sold about 900 000 bottles of its spirit.  Latest accounts for Teeling Whiskey Company Ltd  which is majority owned by brothers Jack and S… [+2488 chars],2019-09-06T15:49:22Z
1833,the-irish-times,The Irish Times,Woody Allen : ‘I’ve done everything the MeToo movement wants to achieve’,Woody Allen has reiterated his support for the #MeToo movement and his feeling that he was an early adopter of their objectives.  Speaking ahead of the French premiere of A Rainy Day in New York  Allen was asked if he regretted comments made in 2018  in which… [+3296 chars],2019-09-06T14:05:02Z
1837,reuters,Reuters,Turkish-U.S. land patrols in Syria to start on Sept.8 - Anadolu,ANKARA (Reuters) - Joint military land patrols by Turkish and U.S. forces in northeast Syria are planned to start on Sept. 8  state-owned Anadolu news agency quoted Defence Minister Hulusi Akar as saying on Friday.   The two NATO allies are working to establi… [+278 chars],2019-09-06T14:13:55Z
1841,reuters,Reuters,Deutsche Bank appoints new German corporate bank chief,FRANKFURT (Reuters) - Deutsche Bank (DBKGn.DE) named Stefan Bender as the head of its corporate bank in Germany on Friday  as Deutsche pulls back from investment banking and focuses on its corporate division.   Bender  a 22-year Deutsche veteran  most recentl… [+140 chars],2019-09-06T15:59:23Z
1845,bbc-news,BBC News,The solution to New York's rat problem? Alcohol,Image copyrightGetty Images  A machine  a trap door and a pool full of liquid alcohol.   That's the latest weapon in the war against rats  say officials in New York.  The rats are attracted with bait by a machine and sent through a trap door straight into a p… [+1630 chars],2019-09-06T10:43:32Z
1849,abc-news,ABC News,The real SVU: NYPD's Special Victims Division gets a makeover,The new NYPD Special Victims Division looks nothing like the grubby precinct on television.  Interested in New York?  Add New York as an interest to stay up to date on the latest New York news  video  and analysis from ABC News.  There is a brightly lit waiti… [+1807 chars],2019-09-06T17:00:08Z
1853,reuters,Reuters,Fed will continue to act 'as appropriate' to sustain U.S. growth,ZURICH (Reuters) - The U.S. Federal Reserve will continue to act “as appropriate” to sustain an economic expansion now in its 11th year  Fed Chair Jerome Powell said Friday in Zurich  repeating a pledge that financial markets have taken to signal a further re… [+741 chars],2019-09-06T17:12:41Z
1857,business-insider,Business Insider,The FCC's long-awaited mid-band auction could accelerate 5G rollouts in the US,The Federal Communications Commission (FCC) is preparing to auction previously unavailable mid-band spectrum to telecoms  which could accelerate 5G rollouts in the US.    Business Insider Intelligence   FCC Chairman Ajit Pai announced the FCC will vote to see… [+4319 chars],2019-09-06T13:24:50Z
1861,reuters,Reuters,'What death smells like' - Dorian's toll expected to soar in Bahamas,MARSH HARBOUR  Bahamas (Reuters) - The smell of death hangs over parts of Great Abaco Island in the northern Bahamas  where relief workers on Friday sifted through the debris of shattered homes and buildings in a search expected to dramatically drive up the d… [+4010 chars],2019-09-06T14:54:54Z
1865,the-irish-times,The Irish Times,Man charged more than €60 000 for one beer,An Australian cricket journalist in Britain for the Ashes test series is claiming to have drank the most expensive beer in history after being charged more than 60 000 (£55 000) for the drink.  Peter Lalor  chief cricket writer for the Australian newspaper  s… [+1538 chars],2019-09-06T10:32:23Z
1869,reuters,Reuters,Pompeo thinks U.S. to unveil Mideast peace plan in coming weeks,WASHINGTON (Reuters) - U.S. Secretary of State Mike Pompeo said on Friday that he thinks the Trump administration will unveil its much-delayed Israeli-Palestinian peace plan in the coming weeks.   “I think in the coming weeks we’ll announce our vision ” Pompe… [+326 chars],2019-09-06T16:42:49Z
1873,reuters,Reuters,U.S. wants 'near term' results from new China trade talks: Kudlow,WASHINGTON (Reuters) - The Trump administration wants to see “near term results” from U.S.-China trade talks in September and October  White House economic adviser Larry Kudlow said on Friday  but he declined to predict any outcomes or say if U.S. tariff dela… [+2318 chars],2019-09-06T16:08:49Z
1877,al-jazeera-english,Al Jazeera English,Brexit: London court rejects bid to stop suspension of Parliament,London's High Court has thrown out a legal challenge against Prime Minister Boris Johnson's plan to suspend Parliament just before Britain is due to leave the European Union  but said the case could be taken to the UK Supreme Court for a final appeal.  On Fri… [+3699 chars],2019-09-06T11:31:32Z
1881,abc-news,ABC News,A new album and fresh hits for 'Game Changer' Johnny Gill,Johnny Gill might be considered an old-school crooner these days  but age has only been a number for the R&amp;B veteran who is still making his presence felt.  Gill's  Soul of a Woman  topped Billboard's adult R&amp;B songs chart in June and  Perfect  featur… [+2623 chars],2019-09-06T14:44:13Z
1885,bbc-news,BBC News,Mexico says it has cut migrant flow by 56%,Image copyrightReutersImage caption   Mexico deployed thousands of National Guard troops as part of the crackdown  Mexico says it has successfully curbed the number of undocumented migrants crossing into the United States by 56% since May.  Foreign Secretary … [+3233 chars],2019-09-06T16:12:28Z
1889,newsweek,Newsweek,'Please Leave My Town': U.K. Prime Minister Boris Johnson Was Told He Was Not Welcome in the Most British Way Possible,In a day he might rather forget  the British prime minister Boris Johnson got a mixed reception when he went to meet members of the public on a walkabout.  Already on Thursday  his younger brother  Jo Johnson  had announced he was resigning from the governmen… [+2640 chars],2019-09-06T09:35:31Z
1893,newsweek,Newsweek,First Firefighters to Arrive at World Trade Center on 9/11 Have a Far Higher Risk of Heart Disease,A study of almost 10 000 firefighters who worked at the World Trade Center on September 11 has found those exposed to the dust which emerged from the destroyed buildings were more likely to develop heart problems.  As the World Trade Center Collapsed on 9/11 … [+3015 chars],2019-09-06T16:01:38Z
1897,al-jazeera-english,Al Jazeera English,'Running out of time': Experts warn against rising sea levels,Small islands and coastal cities in Asia-Pacific need more funds to assist vulnerable communities and help them decide whether to relocate or stay and defend against rising sea levels and extreme weather  experts said.  Environment advocates have pressed for … [+5794 chars],2019-09-06T15:39:00Z
1901,cbs-news,CBS News,9/11: Still killing,Marvin Bethea  former NYC paramedic  who got sick from his exposure on 9/11  with a chart of the 15 prescription medicines he must now take every day at his home in Queens  New York  May 30  2006. He suffered a stroke in 2014.  After two strokes  he is now fu… [+844 chars],2019-09-06T17:03:02Z
1905,cbs-news,CBS News,Bahamians lash out at government over disaster response:  We are on our own ,Officials in the Bahamas expect the death toll from Hurricane Dorian to rise  significantly.  The storm is blamed for at least 30 deaths so far  yet thousands are reported missing. Search and rescue missions continue around the clock. The U.S. Coast Guard say… [+4128 chars],2019-09-06T11:50:23Z
1909,cbs-news,CBS News,Drew Brees defends making video backed by anti-LGBTQ group,Metairie  Louisiana -- New Orleans Saints quarterback Drew Brees says he wasn't aware when he shot a video promoting Take Your Bible to School Day that the organization behind it was known for its anti-LGBTQ stance or discrimination of any kind  reports CBS N… [+1952 chars],2019-09-06T09:13:48Z
1913,the-new-york-times,The New York Times,The City Poised to Become Europe’s Next Affordable Creative Haven,Over the past five years  Albania has been discovered by travelers as that rare thing: a largely unexplored corner of Europe (one with some 265 miles of coastline). The small Balkan country sits just across the Adriatic and Ionian seas from Italys heel and a … [+1989 chars],2019-09-06T09:00:40Z
1917,reuters,Reuters,UPDATE 1-Canada taking first formal step at WTO to challenge China's canola ban,(Recasts lead; adds quote  details)   OTTAWA  Sept 6 (Reuters) - Canada  locked in a major dispute with China  is taking the first formal step at the World Trade Organization to challenge China’s decision to block Canadian canola exports  Trade Minister Jim C… [+1026 chars],2019-09-06T16:58:47Z
1921,business-insider,Business Insider,A US Air Force A-10 Thunderbolt accidentally fired a rocket over Arizona,A US Air Force A-10C Thunderbolt II accidentally fired off a rocket outside of the designated firing range in Arizona on Thursday.    The attack aircraft  assigned to the 354th Fighter Squadron from the 355th Wing   unintentionally  released an M-156 rocket w… [+1293 chars],2019-09-06T13:14:28Z
1925,business-insider,Business Insider,Leaked financials show Israeli spyware company NSO Group is wildly profitable despite concerns over misuse of its technology,The secretive Israeli spyware company NSO Group gained notoriety following allegations that its hacking tool Pegasus was used by governments like Saudi Arabia and Mexico to track dissidents and journalists.    A few months later  the company was acquired for … [+1415 chars],2019-09-06T11:00:00Z
1929,abc-news,ABC News,Germany ready to assist Greece in tackling migrant arrivals,The German government says it is closely watching as the number of migrants reaching the Greek islands has seen a jump.  Government spokeswoman Martina Fietz said the increase in migrants coming to the islands by sea  needs to be taken seriously.  But she als… [+543 chars],2019-09-06T12:10:58Z
1933,the-new-york-times,The New York Times,Taking Out a Student Loan Is Better Than Dropping Out,The college worked with the professors Andrew Barr of Texas A&amp;M and Kelli Bird and Benjamin L. Castleman of the University of Virginia to randomly assign students to receive these texts.  The extra counseling reduced borrowing. But it also reduced learnin… [+1583 chars],2019-09-06T09:00:07Z
1937,cbs-news,CBS News,Margaret Atwood:  The Testaments  contains  tons of hope ,,2019-09-06T15:56:56Z
1941,reuters,Reuters,August jobs report points to slowing economy  Fed rate cut,WASHINGTON (Reuters) - U.S. job growth slowed more than expected in August  reflecting the U.S. trade war with China and raising expectations for a Federal Reserve rate cut this month.   Nonfarm payrolls rose by 130 000  some 28 000 less than analysts expecte… [+3223 chars],2019-09-06T15:44:00Z
1945,reuters,Reuters,Backstory: Eye of the storm - How a length of rope helped me survived Hurricane Dorian,MARSH HARBOUR  Bahamas (Reuters) - Before I flew into Marsh Harbour to take pictures of Hurricane Dorian for Reuters I spoke to my cousin  a fire and rescue worker in the Bahamas  who gave me a mystifying piece of advice just before he hung up: Make sure you … [+4245 chars],2019-09-06T16:58:45Z
1949,abc-news,ABC News,Baltimore prosecutors to toss 800 Gun Trace Task Force cases,Prosecutors in Baltimore plan to ask the courts to throw out nearly 800 tainted cases handled by the Gun Trace Task Force.  The Baltimore Sun reports the Office of State's Attorney Marilyn Mosby found the cases to be compromised by dishonest officers.  Deputy… [+635 chars],2019-09-06T14:42:11Z
1953,the-irish-times,The Irish Times,NY attorney-general to begin antitrust probe of Facebook,Senior officials from across the US are due to launch antitrust investigations into both Facebook and Google  as the political pressure increases on large technology companies.  Letitia James  the New York attorney-general  announced on Friday she would begin… [+1585 chars],2019-09-06T13:26:30Z
1957,business-insider,Business Insider,Leaked Apple documents reveal that Siri was designed to deflect questions about feminism and #MeToo  report says (AAPL),Apple has instructed those working on its Siri digital assistant to design it to  deflect  questions about hot-button issues such as feminism and the #MeToo movement  according to The Guardian. The revelation comes after the iPhone maker and other tech firms … [+3002 chars],2019-09-06T14:00:38Z
1961,cbs-news,CBS News,U.S. envoy resumes talks with Taliban after group kills American troop,Kabul — U.S. envoy Zalmay Khalilzad has returned to Qatar for more  unscheduled talks with the Taliban. His return comes just four days after Khalilzad announced that his team had reached an agreement  in principle  with the Taliban aimed at ending the longes… [+1391 chars],2019-09-06T11:13:31Z
1965,cbs-news,CBS News,Why some Latinos are supporting Donald Trump,Despite his controversial comments about immigrants  some members of the Latino community are proud supporters of Donald Trump. CBSN explores why.,2019-09-06T17:08:26+00:00
1969,the-wall-street-journal,The Wall Street Journal,When Corporations Changed Their Social Role—and Upended Our Politics,Presidential elections in the U.S. are traditionally about economics. Next years vote  and others around the world  have the feeling  however  of being not just about how the economy is performing in the moment but about something more fundamental: the econom… [+368 chars],2019-09-06T15:02:00Z
1973,business-insider,Business Insider,What is a good interest rate on a credit card?,If you're credit-card shopping  one of the things you want to look at is the Annual Percentage Rate (APR) on the card. The interest rate on a credit card is expressed as an APR  and the rate you get approved for will depend on your credit score. But what is a… [+3608 chars],2019-09-06T12:45:00Z
1977,business-insider,Business Insider,The founder of buzzy cannabis-tech startup Headset walked us through the pitch deck that helped him raise $12 million and ink deals with Nielsen and Deloitte,Headset  an analytics startup for the nascent marijuana industry  raised a $12 million Series A round backed by prominent investors earlier this year and has inked deals with market research firm Nielsen and accounting firm Deloitte.    In this webinar  Heads… [+936 chars],2019-09-06T17:13:00Z
1981,newsweek,Newsweek,Hurricane Dorian: Father Puts 5-year-old Son on Roof to Escape Sharks  Only for Boy to Be Snatched Away by the Wind,A father in the Bahamas has described his devastation after he watched his 5-year-old son get swept away by a powerful storm surge during Hurricane Dorian. The boy had been placed upon a roof to protect him from rising waters and sharks.  Adrian Farrington  3… [+2515 chars],2019-09-06T08:18:09Z
1985,newsweek,Newsweek,'NBA 2k20' Face Scan Guide & Tutorial - How to Get the Best Scan for MyCareer,NBA 2K20 is finally here  and it releases alongside an updated Face Scan app. In this guide  we'll show you how to use the app and offer a few basic tips to get the best results from your MyPlayer model.  How to use the NBA 2K20 Face Scan app  In order to Fac… [+2422 chars],2019-09-06T16:22:34Z
1989,cnn,CNN,An underwater observatory inexplicably went missing from the bottom of a bay  and scientists don't know why,,2019-09-06T13:59:57Z
1993,cbs-news,CBS News,Charleston  South Carolina surveys damage from Hurricane Dorian,,2019-09-06T13:38:29Z
1997,the-irish-times,The Irish Times,Bronze bust of Mahatma Gandhi to be installed in Dublin,A large bronze bust of Indian independence and civil rights leader Mahatma Gandhi is set to be installed in Dublin following an offer from the Indian Ambassador  Dublin City Council (DCC) has confirmed.   The DCC protocol committee met on Thursday to discuss … [+3287 chars],2019-09-06T14:22:08Z
2001,the-new-york-times,The New York Times,The Sly Superpower of ‘Hustlers’,Her editor  Kayla Emter  cut as they shot; five days after they wrapped  Scafaria saw an assembled version of the movie. I wept with relief  like genuine relief  she said. In early July  having taken almost no days off for months  she and Emter were in a dark… [+1278 chars],2019-09-06T09:00:17Z
2005,the-irish-times,The Irish Times,Datalex auditors refuse to give opinion as $50m loss recorded,Datalex  the travel retail software company hit by an accounting scandal earlier this year  said that its auditors have refused to give an audit opinion as it reported on Friday that it plunged into a net loss of $50 million (45.3 million) last year.   The co… [+2526 chars],2019-09-06T06:56:41Z
2009,bbc-news,BBC News,2019/09/06 12:00 GMT,The latest five minute news bulletin from BBC World Service.,2019-09-06T12:06:00Z
2013,cnn,CNN,UK police criticize Boris Johnson for using them as an election prop,,2019-09-06T12:52:23Z
2017,the-new-york-times,The New York Times,How Bruce Springsteen Unites the World,Springsteen sang about many things  about fathers and factories  highways and rivers and  crucially for me  he came from a place almost as unloved as Luton: New Jersey. When he sang  Its a town full of losers and Im pulling out of here to win  he was talking … [+2066 chars],2019-09-06T15:00:05Z
2021,cbs-news,CBS News,2020 candidate Joe Sestak discusses presidential campaign strategy,,2019-09-06T01:37:34Z
2025,newsweek,Newsweek,Twitter Reacts to New Facebook Dating Feature,Facebook Inc. just launched its own dating service in an attempt to compete with Tinder and other popular matchmaking applications  and Twitter users are here for it.  Rather  they're here for poking fun at it. Many took to the platform on Thursday to make jo… [+3453 chars],2019-09-06T01:30:00Z
2029,al-jazeera-english,Al Jazeera English,Rest in peace  Robert Mugabe: Hero  villain  human,Robert Mugabe has died. May he rest in peace.   He was one of the engineers who built the foundations of modern-day Zimbabwe.   If you ever get the chance  please visit Zimbabwe. It is home to music and fields of maize for as far as the eye can see. There are… [+5223 chars],2019-09-06T09:32:24Z
2033,business-insider,Business Insider,American companies said they cut more than 10 000 jobs because of trade tensions in August,AP Photo/Evan Vucci  <ul><li>American companies slashed thousands of jobs last month because of the yearlong trade dispute between the Trump administration and China  according to a new report. </li><li>Employers announced plans to eliminate 10 488 positions … [+3057 chars],2019-09-06T16:21:06Z
2037,reuters,Reuters,Hurricane Dorian slams into North Carolina's Outer Banks with high winds  storm surge,ELIZABETH CITY  N.C. (Reuters) - Hurricane Dorian made landfall on the Outer Banks of North Carolina on Friday  hitting the beach resort area with powerful winds and battering waves days after reducing parts of the Bahamas to rubble.   The storm made landfall… [+3070 chars],2019-09-06T15:18:38Z
2041,the-wall-street-journal,The Wall Street Journal,‘Nope  You’re Not Special.’ How Corrupt College Counselor Recruited Families,Addressing swim-team parents at Arden Hills Athletic &amp; Social Club in Sacramento  Calif.  college counselor William Rick Singer warned that even the most pristine résumés werent enough for elite schools. He assured the prospective clients that he had conn… [+232 chars],2019-09-06T15:01:00Z
2045,the-irish-times,The Irish Times,Cuts loom at RTÉ over delay in replacing TV licence fee  staff told,The director general of RTÉ  Dee Forbes  has told staff to expect cutbacks in the short to medium term as the station could no longer afford to continue as we are.  In an email sent to staff of the national broadcaster  Ms Forbes said that delays in implement… [+1959 chars],2019-09-06T17:22:50Z
2049,newsweek,Newsweek,Florida Woman Bitten by an Alligator After Stepping on It Thought It Was a Log,A woman carrying out research for the South Florida Water Management District (SFWMD) had a narrow escape when she mistook an alligator for a log.  Kelsey Pollack  31  was researching tree islands for the SFWMD at the Arthur R. Marshall Loxahatchee National W… [+2213 chars],2019-09-06T13:57:55Z
2053,cnn,CNN,Jury selection to begin in trial of Dallas officer Amber Guyger  who shot a man in his own apartment,(CNN)Jury selection is expected to begin Friday in the case of a former Dallas police officer who faces a murder charge after she shot and killed a man in his own apartment last September  according to CNN affiliate KTVT.   Amber Guyger shot and killed Botham… [+2350 chars],2019-09-06T14:03:01Z
2057,cbs-news,CBS News,Former Zimbabwean president Robert Mugabe has died at 95,,2019-09-06T11:44:32Z
2061,cbs-news,CBS News,9/5: CBS Evening News,,2019-09-06T01:59:24Z
2065,abc-news,ABC News,African-American jobless rate hit record low in August,The unemployment rate for black Americans fell sharply to 5.5% in August  hitting its lowest level since record-keeping began in 1972. But the drop was driven primarily by a negative development: Fewer African-Americans were either working or seeking jobs.  T… [+2183 chars],2019-09-06T15:02:41Z
2069,business-insider,Business Insider,Lululemon jumps after crushing Wall Street estimates and posting 35% growth in men's sales (LULU),Ernesto Distefano/Getty Images  <ul><li>Lululemon soared as much as 6% in early Friday trading after beating analysts' second-quarter estimates and boosting its guidance for yearly profits.</li><li>The athletic apparel company posted a 35% growth in men's sal… [+2710 chars],2019-09-06T13:14:43Z
2073,the-irish-times,The Irish Times,Speed camera operators vote to go on strike,Staff working for the company that operates speed camera vans on behalf of the State have voted to go on strike.  The trade union Siptu said its members employed by GoSafe overwhelmingly backed industrial action  including strike action  in a ballot conducted… [+1392 chars],2019-09-06T16:01:38Z
2077,business-insider,Business Insider,A top VC at Felicis Ventures told us why it’s betting that cash is king in healthcare as it invests a $300 million fund,As patients  we're used to pulling out our insurance cards when going to the doctor or picking up a prescriptions.    But for some new startups  insurance is out — and cash is in.    The shift is one that VC firm Felicis Ventures is betting on. These days  ev… [+3440 chars],2019-09-06T13:41:00Z
2081,the-irish-times,The Irish Times,Boris Johnson criticised for using police as backdrop to speech,Boris Johnson has been accused of abusing his power by speaking about Brexit as he stood in front of lines of new police recruits - one of whom became unwell and had to sit down while he spoke.  The UK prime minister was condemned as having used the student o… [+3558 chars],2019-09-06T08:33:55Z
2085,bbc-news,BBC News,Ireland v Wales: 'Time to get on with the rugby' - Alun Wyn Jones,Wales captain Alun Wyn Jones says the players are ready to play at the end of a  hectic week  in which their World Cup squad was named.  Jones says players must be focused and cannot let themselves to be worried about picking up an injury in their final warm-… [+115 chars],2019-09-06T15:57:07Z
2089,business-insider,Business Insider,The 20 most exclusive colleges and universities in the US,Some of the most prestigious institutions of higher learning in the US are also the country's most exclusive.    Using data from the Department of Education's College Scorecard database  we found the colleges and universities in the US with the lowest admissi… [+855 chars],2019-09-06T14:21:00Z
2093,the-irish-times,The Irish Times,This Beautiful Village: One-note characters addressing a symphony of concerns,Abbey Theatre  Dublin  Were not going to bring down the patriarchy tonight  one member of a south Co Dublin residents association ventures during a fractious emergency meeting. Not with that attitude  her host  Liz (Ruth Bradley)  whose own agenda is nothing … [+3052 chars],2019-09-06T12:46:00Z
2097,reuters,Reuters,German NGO calls on Malta to take in migrants,VALLETTA (Reuters) - A German non-governmental organisation filed on Friday a court request in Malta calling on the government there to accept 13 Tunisian migrants who it said had been saved from a sinking boat in Malta’s search and rescue zone.   The NGO Sea… [+1919 chars],2019-09-06T15:24:00Z
2101,bbc-news,BBC News,Canan Kaftanciouglu: Turkish opposition figure faces jail for tweets,Image copyrightAFPImage caption   Canan Kaftancioglu has suggested the charges are politically motivated  A leading secular politician in Turkey has been sentenced to nearly 10 years in jail for  terror propaganda and insults  against the Turkish state.  Cana… [+1745 chars],2019-09-06T15:50:40Z
2105,bbc-news,BBC News,Stuart Outten: Man denies attempting to murder PC,Image copyrightMet PoliceImage caption   PC Stuart Outten was attacked in east London on 8 August  A man accused of attacking a police officer with a machete has denied attempted murder.  PC Stuart Outten  28  was stabbed in the head as he tried to stop a van… [+438 chars],2019-09-06T16:32:44Z
2109,abc-news,ABC News,Queer style kicks off NY Fashion Week with inclusive show,In celebration of gender-fluid fashion and inclusion of all kinds  the queer-style digital magazine dapperQ threw a runway party at the start of New York Fashion Week  filling the Beaux-Arts Court of the Brooklyn Museum with invited guests and nearly 2 000 me… [+3077 chars],2019-09-06T15:27:54Z
2113,bbc-news,BBC News,US border: Mexico announces 56% migrant drop after crackdown,Image copyrightReutersImage caption   Mexico deployed thousands of National Guard troops as part of the crackdown  Mexico says it has successfully curbed the number of undocumented migrants crossing into the United States by 56% since May.  Foreign Secretary … [+3233 chars],2019-09-06T16:12:28Z
2117,reuters,Reuters,Roche doesn't need M&A to boost sales  sees growth from own meds- CEO,BASEL  Switzerland (Reuters) - Swiss drugmaker Roche (ROG.S) sees sales rising in the longer term from medicines in its own pipeline  Chief Executive Severin Schwan told Reuters on Friday  adding he does not want or need to do takeovers to mitigate looming pa… [+2208 chars],2019-09-06T15:06:51Z
2121,cbs-news,CBS News,Eye Opener at 8: East Coast faces tornado watches  debris  flood warnings,,2019-09-06T12:18:26Z
2125,bbc-news,BBC News,Final Newcastle and Gateshead clean air plans unveiled - BBC News,Image caption   Plans for tolls on the three central bridges across the River Tyne have been scrapped  Final proposals for a clean air toll on Tyneside have exempted cars and increased fees for HGVs.   Plans for a £12.50 daily fee to enter a Clean Air Zone (C… [+2174 chars],2019-09-06T13:58:12Z
2129,business-insider,Business Insider,The CEO of cannabis-tech startup Headset told us why having a concise mission statement is crucial to successfully pitching investors,The CEO of Headset  a data analytics provider for the cannabis industry  revealed his key advice for making a successful pitch to potential investors.    Cy Scott  Headset's CEO said that a company must have a clear and concise mission statement. It's the fou… [+3043 chars],2019-09-06T16:44:00Z
2133,newsweek,Newsweek,USMNT vs. Mexico: Where to Watch  Live Stream  TV Channel  Odds,Two months on since they met in the Gold Cup final  the U.S. men's national team (USMNT) and Mexico revive their rivalry on Friday night.  Jonathan dos Santos scored the only goal of the game as El Tri regained the trophy on U.S. soil.  The two teams haven't … [+2767 chars],2019-09-06T10:00:01Z
2137,newsweek,Newsweek,James Mattis Says Russia 'Mucked Around in Our Elections ' Warns U.S. Needs to Deal with Putin,Former Secretary of Defense James Mattis has criticized Russia for interfering in U.S. elections  as he slowly re-enters public life following his resignation from President Donald Trump's administration last year.  Speaking on CNN on Thursday  Mattis said Mo… [+3028 chars],2019-09-06T09:41:07Z
2141,abc-news,ABC News,Kennedy Center looks to the future with opening of The Reach,The Kennedy Center is unveiling a massive new expansion designed to redefine the performing arts complex and transform the relationship between audience and artist.  The $250 million expansion  dubbed The Reach  will open on Saturday with a 16-day festival fe… [+601 chars],2019-09-06T16:32:26Z
2145,bbc-news,BBC News,Hurricane Dorian: Who is helping in the relief effort?,Image copyrightGetty ImagesImage caption   Ludacris and Tyler Perry are among those who have pledged support to those affected by Hurricane Dorian  As Hurricane Dorian moves from away from the Bahamas  efforts to clear up the devastation it has left behind ar… [+4541 chars],2019-09-06T14:26:23Z
2149,cnn,CNN,'Super Size Me 2' will make you think twice about fast food,(CNN)Morgan Spurlock's  Super Size Me 2: Holy Chicken!  has languished for nearly two years  having been shelved after the director's disclosure of  past indiscretions.  Yet the sequel to his 2004 breakthrough -- which is finally hitting theaters on a limited… [+3025 chars],2019-09-06T13:32:44Z
2153,the-irish-times,The Irish Times,Father of Irish doctor killed in plane crash to appeal dropping of charges,The father of an Irish doctor who perished when an Air France transatlantic flight from Brazil crashed has said that the family will appeal a decision by French judges to drop charges against the airline and Airbus.  John Butler  father of Aisling Butler  one… [+150 chars],2019-09-06T14:36:14Z
2157,the-irish-times,The Irish Times,High Court appoints interim examiner to Limerick FC,The High Court has appointed an interim examiner to League of Ireland side Limerick FC.  The appointment was made after the court heard that an independent expert had stated that Munster Football Club Limited  which trades as Limerick FC  has a reasonable pro… [+63 chars],2019-09-06T16:43:33Z
2161,bbc-news,BBC News,Hong Kong bookseller who defied China raises $100 000 in a day for new shop,Image copyrightReutersImage caption   After publicly defying China  Lam Wing Kee moved to Taiwan over fears he could be extradited  A Hong Kong bookseller who defied mainland China has raised more than $100 000 (£91 000) in just a day to open a new bookshop i… [+3338 chars],2019-09-06T15:29:55Z
2165,reuters,Reuters,Iran 'inching' toward place where talks could be held: Pentagon chief,LONDON (Reuters) - U.S. Defense Secretary Mark Esper said on Friday that it appeared Iran was inching toward a place where talks could be held  days after U.S. President Donald Trump left the door open to a possible meeting with Iranian President Hassan Rouha… [+3640 chars],2019-09-06T17:12:29Z
2169,cbs-news,CBS News,Hurricane Dorian spins damaging tornadoes into the North Carolina coast,,2019-09-06T02:28:44Z
2173,business-insider,Business Insider,Vertex shells out $950 million to acquire a company working on a diabetes cure,Boston-based Vertex Pharmaceuticals  maker of a suite of cystic fibrosis (CF) drugs  is aggressively expanding its drug development portfolio with the acquisition of Semma Therapeutics  a regenerative medicine company that's been searching for a potential cur… [+4436 chars],2019-09-06T15:18:00Z
2177,al-jazeera-english,Al Jazeera English,Chaos and crisis in Kashmir hospitals after month-long lockdown,Srinagar  Indian-administered Kashmir - For the past two weeks  Mohamad Shafi has been by the bedside of his 13-year-old son Rafi  who is admitted in the nephrology ward of a state-run hospital in Indian-administered Kashmir's main city of Srinagar.  Shafi is… [+6704 chars],2019-09-06T12:45:48Z
2181,the-wall-street-journal,The Wall Street Journal,Lawmakers Face Pressure to Act on Gun Control,,2019-09-06T09:30:00Z
2185,cbs-news,CBS News,North Carolina's outer banks prepare for a potential direct hit from Hurricane Dorian,,2019-09-06T11:19:29Z
2189,cbs-news,CBS News,Stephon Clark's two young sons to get $2.4 million from Sacramento,Sacramento  California -- The city of Sacramento will pay $2.4 million to the two sons of an unarmed black man who was fatally shot by police last year  according to court documents.  A quarter of the money  plus nearly $14 000 in expenses  will go to attorne… [+1783 chars],2019-09-06T06:49:58Z
2193,the-wall-street-journal,The Wall Street Journal,Powell Set to Address Economic Outlook Ahead of Fed Meeting,Federal Reserve Chairman   Jerome Powell  will offer his outlook on the economy and interest-rate policy in Zurich on Friday  following a period of increasing trade-policy uncertainty and more disappointing global growth and manufacturing-sector data.Mr. Powe… [+3187 chars],2019-09-06T09:30:00Z
2197,cbs-news,CBS News,Biden insists he isn't taking money from fossil fuel industry,Former Vice President Joe Biden addressed his decision to appear at a fundraiser co-hosted by the co-founder of a natural gas company  after an environmental activist asked during CNN's climate change town hall Wednesday how he could accept support from a  fo… [+1086 chars],2019-09-06T15:58:21Z
2201,reuters,Reuters,Former inmate tours Ethiopian torture center after it opens to the public,ADDIS ABABA (Reuters) - Blogger Befekadu Hailu’s eyes filled with tears as he stood on the spot where he had watched a guard attack a friend in Maekelawi detention center  a name long synonymous in Ethiopia with torture and fear.   Befekadu returned to visit … [+3280 chars],2019-09-06T16:22:38Z
2205,reuters,Reuters,Mallinckrodt to pay $24 mln in cash to settle opioid lawsuits with two Ohio counties,(Reuters) - Drugmaker Mallinckrodt plc said on Friday it will pay $24 million in cash to two counties in Ohio  to settle lawsuits in connection with an ongoing multidistrict opioid litigation in the United States.   The company will also donate $6 million in … [+525 chars],2019-09-06T16:40:07Z
2209,abc-news,ABC News,Mexico declares success in slowing migrant flow,Mexico says the number of migrants arriving at the U.S.-Mexico border has fallen by 56 percent since an agreement with U.S. officials three months ago to reduce the flow.  Foreign Secretary Marcelo Ebrard declared the measures a success Friday. He also said t… [+523 chars],2019-09-06T13:07:25Z
2213,the-irish-times,The Irish Times,Chris Smalling condemns racism in Italy as he settles in at Roma,Chris Smalling has described racism as an unacceptable and sad problem that affects all parts of the world but is hopeful that it will lessen in future years.  The defender spoke on the matter during his introductory press conference as a Roma player  having … [+3210 chars],2019-09-06T15:15:20Z
