Name,ID,Published_from,Published_to,Avg_content_length
Ozzy Osbourne guests on new Post Malone song,cnn,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,0.0
Trump tweeted a photo of a lightning strike very close to Air Force One  calling it  amazing! ,business-insider,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Trump: Ukraine and China should investigate Bidens  - CNN Video,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,89.0
Justice Department Launches Antitrust Probe Into Four Auto Makers - The Wall Street Journal,the-wall-street-journal,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Putin jokes that Russia will meddle in 2020 US elections,cnn,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,0.0
Tory rebels vow to defy Johnson’s ‘threats’ on Brexit vote,the-irish-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
California boat fire: Crew say there were no mechanical issues,bbc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,273.0
M1 closed after collision near Luton Airport junction,bbc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,273.0
20 Under $20: Minimal Effort  Maximum Pleasure,the-new-york-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Tunnel vision – Frank McNally on the highs and lows of Sarajevo,the-irish-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
I took control of the giant robot hand Jeff Bezos called 'weirdly natural' — and he was right,business-insider,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
German-Tunisian woman arrested on IS membership charges,abc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,273.0
Trump closes doors to immigrants  some US citizens open them,abc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Fall’s Beer Bars and Breweries Go Big,the-new-york-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Apple reveals streaming service price  new cameras for iPhones,reuters,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Watch Boris Johnson's unusual insult,cnn,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,89.0
How to manage symptoms of a common cold and what you need to do it,business-insider,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
The moon has been drifting away from Earth for 4.5 billion years. A stunning animation shows how far it has gone.,business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Hurricane Dorian makes one final stop in the US before racing to Canada,cnn,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,0.0
Congress returns with pressure to take action on guns and more,cbs-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
9/12: CBSN AM,cbs-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,0.0
White Supremacist Accused of Interference With Charlottesville Election,newsweek,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Boris on Brexit deal: ‘This Government has moved. Our proposals do represent compromise’,the-irish-times,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Sam Gilliam Unfurls an Exuberant Rainbow at Dia:Beacon,the-new-york-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Serbia bounce back to finish fifth at FIBA World Cup,reuters,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
‘We Need Each Other’: Seniors Are Drawn to New Housing Arrangements,the-new-york-times,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
William Taylor: Wife's lover's DNA 'found in murdered man's car',bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Female leaders talk  G20 & Womenomics  as part of the 2019 Women Political Leaders Summit,cbs-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,0.0
Citigroup was in shambles. This is how Dick Parsons helped save it,cnn,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,117.0
Gareth Southgate happy to have difficult choices with England squad,bbc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Russia’s Playbook for Disrupting Democracy,the-new-york-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Japanese Golf Resorts Look to Foreigners to Sustain Growth,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
EU backs cocoa price rise to make production more sustainable,reuters,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Target and UPS hiring more than 230 000 workers for holidays,cbs-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
This Disney-inspired party planning book offers something for every age  occasion  and kind of Disney fan — and it's only $27,business-insider,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Spin pays off for McIlroy as he returns to the top,the-irish-times,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Global growth is set to hit a 10-year low as Trump's trade war drags down economy,business-insider,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Washington  Beijing lay ground for trade deal talks; China buys U.S. soybeans,reuters,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Why Does Everything Smell  So Peacefully  of Lavender?,the-new-york-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Novartis has halted distribution of generic Zantac. Here's what you need to know.,cbs-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,0.0
Chinese TV maker TCL launches 329 euro smartphone for video lovers,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Elizabeth Warren rips into Facebook and Mark Zuckerberg on Twitter  saying the company's apps should be split up so they 'outdo each other to protect your privacy',business-insider,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Border community must work with police to stamp out ‘total lawlessness’  says Coveney,the-irish-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Vettel fastest in final Italian GP practice,reuters,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
AP Photos: Nepal festival season starts with goddess  dance,abc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
'Why is my Uber account disabled?': A guide to Uber account deactivation  and how you might get your account back,business-insider,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Injured soccer players risk re-injury with too few practices before matches,reuters,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Apps  AI  & sweeper keepers - big data hits the football big time,bbc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,275.0
Andrew Yang on his ground game in New Hampshire and Iowa,cbs-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
Johnson approved prorogation in August  Edinburgh court told,the-irish-times,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
T20 World Cup Qualifier: Thailand claim two-run win over Ireland women,bbc-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
HK protests: Police hit by acid  protester shot in dramatic escalation,business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Some LSE investors call on Hong Kong exchange to up bid by 20%  add cash,reuters,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Scotland 1-2 Russia: Captain Andy Robertson on pain of latest loss,bbc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Root lacks feel for captaincy  says Boycott,reuters,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Astronauts make concrete in space for the first time,cnn,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,0.0
County Championship: Hassan Azad impresses for Leicestershire against Northamptonshire,bbc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
The NFL has struck a 2-year partnership with TikTok to try to reach a younger audience,business-insider,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Forever 21 Plans to File for Bankruptcy as Many Retailers Struggle - The Wall Street Journal,the-wall-street-journal,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,273.0
8 times renting has made me feel like the luckiest person in the world,business-insider,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Why this isn't 'Access Hollywood' all over again,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Why Prince Harry is comparing Meghan to Princess Diana,bbc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Your Fall Cooking Bucket List,the-new-york-times,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,258.0
Rallying: Ogier trims Tanak's lead with victory in Turkey,reuters,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,273.0
Pit bull dies of snake bites while protecting Florida boys,abc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,273.0
Rep. Adam Schiff: Deeply concerned Mike Pompeo may interfere with inquiry - CNN Video,cnn,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,89.0
62 000 people in the Bahamas don't have access to fresh water after Dorian  Red Cross says,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Mortgage rates boosted US home sales 1.3% in August,abc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
I ate KFC's new Fried Chicken & Donuts sandwich  and it's surprisingly delicious,business-insider,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,0.0
BidX1 eyes €450m in annual sales as it moves into Spain and Cyprus,the-irish-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Hurricane Dorian: Officials warn grim death toll of at least 43 people could rise,cnn,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
Trump Has Tamed the G.O.P. (for Now),the-new-york-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
A cheerleader jumped off a homecoming float to save a choking boy,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,0.0
Emmerdale: How do you write someone out of a soap?,bbc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
California boat fire death toll jumps and several still missing,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Climate protesters target Venice Film Festival,bbc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,0.0
Sara Pascoe on our fascination with porn and the way it’s shaped society,the-irish-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Week ahead in Parliament,bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Heading to Downtown Disney District at Disneyland Resort for Triple Force Friday? Here’s What You Need to Know,abc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
A fight against Dillon Danis would be 'very embarrassing' for YouTuber Jake Paul  MMA coach John Kavanagh says,business-insider,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
The cheapest states to get gas  ranked,business-insider,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
‘I’m Leaving Now’ Review: When the Price of a Better Life Is Exile,the-new-york-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
Protesters dangle from Houston bridge and close part of shipping channel,cbs-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Sudan's new leader faces daunting economic challenges,al-jazeera-english,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,272.0
WeWork reportedly might slash its valuation below $20 billion  or even postpone its IPO,business-insider,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
US construction spending up just 0.1% in August  dragged by weak nonresidential building,abc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,90.0
Angry Norwegian Cruise Line passengers said they had to sit in buses for hours without food and water after Hurricane Dorian forced their ship to change its final destination (NCLH),business-insider,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
'How much is the Apple Watch Series 5?': Everything you need to know about Apple's latest smartwatch  including its various prices and new features,business-insider,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Boris Johnson: UK offering EU 'very constructive' Brexit proposals,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Chris Smalling: Manchester United defender says racism not just an issue in Italy,bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,272.0
Woman convicted in texting suicide case seeks parole,abc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Microsoft's new Surface Pro X gets better battery life than an iPad Pro — and it runs a full version of Windows 10,business-insider,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Ashes: England's Jofra Archer hits Australia's Matthew Wade with bouncer at The Oval,bbc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,0.0
UK PM's brother resigns,bbc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
Danielle McLaughlin wins £30 000 Sunday Times Audible Short Story Award,the-irish-times,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Immanuel Christian School students allegedly cut black girl's dreadlocks,business-insider,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
UK Prime Minister Boris Johnson tells Irish leader Brexit deal can be done so UK can leave European Union by Oct. 31,abc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,118.0
Sudan: Former president al-Bashir denied bail in corruption trial,al-jazeera-english,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Dublin secure the three-in-a-row in front of a record crowd,the-irish-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Man killed in Edinburgh's Fountainbridge flat explosion identified,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
A top Apple executive reveals the company thinks crypto has 'interesting long-term potential' (AAPL),business-insider,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
House panel investigates military spending at Trump Turnberry,cnn,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Bercow: no-deal Brexit out of question without parliament support,reuters,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Trump rebuffs Kavanaugh impeachment calls after new sexual misconduct report,reuters,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
A cancer survivor paid an old debt  but collectors garnished her wages anyway. It's part of a disturbing trend that's about to get worse.,business-insider,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Border checks much more than ‘technical issue’  says Varadkar,the-irish-times,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
New Initiative From Sandy Hook Parents Aims to Help Kids Overcome Social Isolation,newsweek,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Source: AB apologizes to team  initiated GM tiff,espn,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Overlooked No More: Elizabeth A. Gloucester  ‘Richest’ Black Woman and Ally of John Brown,the-new-york-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
How Kacey Musgraves Gave a Small L.A. Business a Big Boost - The New York Times,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Taxpayers Are Paying 'Trump Hotel' Prices for Empty Child Detention Center,newsweek,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Former U.N. Ambassador Samantha Power:  It's going to be very hard to recover  from the Trump era,cbs-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,0.0
Several children killed in attack on primary school in China,al-jazeera-english,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
Former police officer  insurance analyst among B-17 victims,abc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,273.0
Attractions at Disneyland Resort and Shanghai Disney Resort Win Amusement Today’s Golden Ticket Awards,abc-news,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
UK condemns Houthi drone attack on Saudi oil facilities,reuters,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Canada Tries a Forceful Message for Flood Victims: Live Someplace Else,the-new-york-times,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Which Health Policies Actually Work? We Rarely Find Out,the-new-york-times,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Trump considers delisting Chinese firms from U.S. markets: source,reuters,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Russian alcohol consumption down 43%  WHO report says,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Timeline: Robert Mugabe – the life of Zimbabwe’s late president,the-irish-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Georgia man accused of raping wife surrenders to police,abc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,273.0
Yahoo engineer admits hacking 6 000 accounts for sexual photos,cbs-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Arrival of new customs cars in Dundalk alarms Border group,the-irish-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Hong Kong's Summer of Defiance,al-jazeera-english,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
Weather warnings issued ahead of Storm Lorenzo hitting Ireland,the-irish-times,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
New York City sues T-Mobile for tricking customers,abc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
How to turn a PS4 on or off  or put it into Rest Mode  using the controller or system,business-insider,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
“There are real privacy concerns” with China’s newest deepfake app  expert says,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Why Microsoft's exclusivity deal with Ninja was a brilliant move,business-insider,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Air Tanzania suspends flights to Johannesburg due to ongoing violence - transport minister,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
More than 130 000 Sephardic Jews apply for Spanish citizenship by deadline,reuters,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
The Latest: Officers surrounded house to capture fugitives,abc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Of Fledglings and Freshmen,the-new-york-times,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Facebook confirms millions of phone numbers exposed,bbc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Former Ukraine President Fails to Attend Court-Approved Lie Detector Test,newsweek,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Unspeakable Crime: Rape as a Weapon of War in Libya,al-jazeera-english,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,0.0
Teenager Uses Her Jiujitsu Skills to Fight Off  Floor Knifeman: 'We're Taught How to Defend Ourselves',newsweek,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Trump family 'a dynasty'  says campaign manager,bbc-news,2019-09-09T00:00:00Z, to pay their rents.,business-insider,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,274.0
Average US price of gas down 3 cents per gallon,abc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,273.0
A family pulled over while driving home from Disney World. They got carjacked,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,0.0
Ashes: England's Jack Leach dismissed as Australia set 399 to win final Test at The Oval,bbc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,0.0
Dead Fathers  Feminist Icons and Other Poetic Obsessions,the-new-york-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
1 hiker dead  5 others rescued in Southern California,cbs-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
The Latest: Videotape evidence debated in newspaper shooting,abc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Huskers doing Spanish radio broadcast with eye toward future,abc-news,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Gabrielle regenerates into tropical storm: U.S. NHC,reuters,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Opioid Defendants Seek to Disqualify Judge Overseeing 2 300 Cases,the-new-york-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Duke: No evidence of improper benefits to Zion Williamson,abc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
Hundreds march against Bosnia's first LGBT pride parade,abc-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
House Judiciary Committee to vote on defining impeachment inquiry,cbs-news,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
The Amazon Rainforest Fires Are Pumping the CO2 Trees Normally Absorb Out Into the Atmosphere,newsweek,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
James Patterson announces grants for thousands of teachers,abc-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
Why Rate Cuts in Europe Could Do More Harm Than Good - The Wall Street Journal,the-wall-street-journal,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
Taylor Swift’s ‘Lover’ Hits No. 1 but Lags Prior Albums as Star Bets on Streaming,the-wall-street-journal,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
Buttigieg raises more than $19 million in third quarter  down from his mid-year haul,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Suicide kills one person every 40 seconds  says WHO,reuters,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,274.0
Jennifer Aniston  Joaquin Phoenix and ‘Slave Play’: Take a Dip Into Our Fall Preview,the-new-york-times,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,273.0
Bones dug up in 'house of dictator' to be tested for DNA,bbc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
New investigation finds that 10 people have been killed in Amazon-related delivery accidents since 2015  and the retail giant is allowed to dodge legal responsibility since the drivers weren't considered employees (AMZN),business-insider,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Tumi vs. Away: We compared checked luggage from both brands  and it's Away for the win,business-insider,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,275.0
Man searches for 6-year-old son lost in Hurricane Dorian,cbs-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,0.0
Fish waste-based alternative to plastic wins Dyson Award,bbc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,0.0
Hairy shoe (plus crab) washed up in Clare from Carolina cargo spill,the-irish-times,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
Lake District rescue of dog that refused to walk any further,bbc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
U.S.-China trade talks scheduled for October  Beijing says,cbs-news,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,274.0
Valero Port Arthur  Texas refinery cuts production due to storm: sources,reuters,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Wells Fargo says 2019 net interest income to fall 6%,reuters,2019-09-09T00:00:00Z,2019-09-09T00:00:00Z,273.0
Coral Reefs Threatened by Mysterious Disease Compared to Ebola - Newsweek,newsweek,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Cory Booker announces $6 million third-quarter haul after fundraising push,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Man Utd: I'm not worried about what the press write Ole Gunnar Solskjaer,bbc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,272.0
Brexit: Boris Johnson outlines plans for alternative to backstop,the-irish-times,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Why Trump Tweeted About Civil War,the-new-york-times,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Feds offers reprieve on immigrant medical care cases,abc-news,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,273.0
Powerball Numbers For 09/11/19: Wednesday Jackpot is $50 Million,newsweek,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
U.S.-China trade war to knock 0.5% points off global growth: French minister,reuters,2019-09-05T00:00:00Z,2019-09-05T00:00:00Z,273.0
Nigerian court orders firm that won $9 bln case against government to forfeit assets,reuters,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Carl Bernstein: Trump 'unraveling' after 'his corruption' exposed,cnn,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
More Americans went without health insurance in 2018; income growth stalled,reuters,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
WWE Clash of Champions 2019 Predictions: Our Picks for this Sunday,newsweek,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,274.0
10 things you didn't know about Milan,cnn,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
One arrested and two in hospital after fight on A470,bbc-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,273.0
Collection of premiere proverb scholar opens at UVM,abc-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Average 30-year mortgage rate rose to 3.73%,abc-news,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,273.0
Revenue seizes 118 000 cigarettes after boarding vessel,the-irish-times,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,273.0
These are the books on the coveted Booker Prize 2019 shortlist,cnn,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,0.0
Ailing Navy veteran tells Bernie Sanders at Nevada town hall:  I'm gonna kill myself ,cbs-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
Woody Allen: I don't regret my MeToo ‘poster boy’ comments,the-irish-times,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,274.0
Canadian mint releases UFO-themed glow-in-the-dark coin,bbc-news,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,274.0
Stripe valued at $35bn after raising an additional $250m from backers,the-irish-times,2019-09-19T00:00:00Z,2019-09-19T00:00:00Z,274.0
Black History Month: Bob Marley house honoured with blue plaque,bbc-news,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,274.0
Ross Must Resign If Report He Threatened NOAA Officials Is True: Democrat,newsweek,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,274.0
Tenaja fire rages through southern California:  They don't know which way it's going to go ,cbs-news,2019-09-06T00:00:00Z,2019-09-06T00:00:00Z,0.0
Sudan: Former president al-Bashir denied bail in corruption trial,al-jazeera-english,2019-09-07T00:00:00Z,2019-09-07T00:00:00Z,274.0
2019/09/15 15:00 GMT,bbc-news,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,60.0
9/13: CBS Evening News,cbs-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,0.0
Become your own guitar hero,the-irish-times,2019-10-02T00:00:00Z,2019-10-02T00:00:00Z,273.0
Majority of Irish whiskey to be excluded from US tariffs,the-irish-times,2019-10-03T00:00:00Z,2019-10-03T00:00:00Z,274.0
Olivia Newton-John:  Why Me?  was never a question,cbs-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,0.0
'SNL' adds 3 to its cast  including an Asian American comic,abc-news,2019-09-12T00:00:00Z,2019-09-12T00:00:00Z,273.0
Coca-Cola Energy is coming to the United States,cnn,2019-10-01T00:00:00Z,2019-10-01T00:00:00Z,0.0
Trump rebuffs Kavanaugh impeachment calls after new sexual misconduct report,reuters,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
South Carolina holds hearing on heartbeat abortion ban,abc-news,2019-09-10T00:00:00Z,2019-09-10T00:00:00Z,273.0
Thomas Cook:  I put my uniform on and started to cry ,bbc-news,2019-09-27T00:00:00Z,2019-09-27T00:00:00Z,274.0
Forget 'opposites attract' — these are the common traits most likely t2019-09-09T00:00:00Z,273.0
Newsletter: How the U.S.-China Trade War is Rippling Through the Global Economy,the-wall-street-journal,2019-09-03T00:00:00Z,2019-09-03T00:00:00Z,272.0
The Dish: Chef Amanda Haas shares her signature recipes,cbs-news,2019-09-14T00:00:00Z,2019-09-14T00:00:00Z,274.0
Locals concerned about Oughterard asylum centre to protest around the clock,the-irish-times,2019-09-15T00:00:00Z,2019-09-15T00:00:00Z,274.0
